paper_id	peptide	mic_value	mic_unit	mic_target	tox_endpoint	tox_value	tox_unit	ti	note
doi__10.1002_advs.202507457	Pep1	128.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	CC50	512.0	ug/mL	4.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1002_advs.202507457	Pep2	128.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	CC50	512.0	ug/mL	4.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1002_advs.202507457	Pep3	16.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	CC50	512.0	ug/mL	32.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1002_advs.202507457	Pep4	128.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	CC50	512.0	ug/mL	4.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1002_advs.202507457	Pep5	4.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	CC50	512.0	ug/mL	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1002_advs.202507457	Pep6	64.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	CC50	512.0	ug/mL	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1002_advs.202507457	Pep7	128.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	CC50	512.0	ug/mL	4.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1002_advs.202507457	Pep8	256.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	CC50	512.0	ug/mL	2.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1002_advs.202507457	Pep9	32.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	CC50	512.0	ug/mL	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1002_advs.202507457	Pep10	16.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	CC50	256.0	ug/mL	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1002_cbic.202100151	Lynronne-1	32.0	ug/mL	{"full_species":"Acinetobacter baumannii	no_hemolysis_threshold	536.0	ug/mL	16.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1002_cbic.202100151	Lynronne-1 R4L S8L	8.0	ug/mL	{"full_species":"Acinetobacter baumannii	no_hemolysis_threshold	164.0	ug/mL	20.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1002_cbic.202100151	Lynronne-1 V15T	16.0	ug/mL	{"full_species":"Acinetobacter baumannii	no_hemolysis_threshold	1200.0	ug/mL	75.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1002_cbic.202100151	Lynronne-1 I10T V15T	256.0	ug/mL	{"full_species":"Acinetobacter baumannii	no_hemolysis_threshold	970.0	ug/mL	3.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1002_mlf2.12123	SF	2.0	uM	{"class":"bacteria","gram_status":"Gram-	MHC	128.0	uM	64.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1002_mlf2.12123	SFR	2.0	uM	{"class":"bacteria","gram_status":"Gram-	MHC	128.0	uM	64.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1002_mlf2.12123	SFK	2.0	uM	{"class":"bacteria","gram_status":"Gram-	MHC	128.0	uM	64.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1002_mlf2.12123	SFR2	1.0	uM	{"class":"bacteria","gram_status":"Gram-	MHC	128.0	uM	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1002_mlf2.12123	SFK2	2.0	uM	{"class":"bacteria","gram_status":"Gram-	MHC	128.0	uM	64.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1002_mlf2.12123	SFR3	4.0	uM	{"class":"bacteria","gram_status":"Gram-	MHC	128.0	uM	32.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1002_mlf2.12123	SFK3	1.0	uM	{"class":"bacteria","gram_status":"Gram-	MHC	128.0	uM	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1007_s00018-022-04440-w	CD4-PP	0.312	uM	{"gram_status":"Gram-negative","raw_targ	uroepithelial_cell_cytotoxic_e	50.0	uM	160.3	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1007_s00726-012-1388-6	(KW)2	50.0	uM	{"class":"bacteria","species":"S. typhim	MHC	550.0	uM	11.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1007_s00726-012-1388-6	(KW)3	3.12	uM	{"class":"bacteria","species":"S. typhim	MHC	350.0	uM	112.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1007_s00726-012-1388-6	(KW)4	1.56	uM	{"class":"bacteria","species":"S. typhim	MHC	210.0	uM	134.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1007_s00726-012-1388-6	(KW)5	3.12	uM	{"class":"bacteria","species":"L. monocy	MHC	50.0	uM	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1007_s12602-025-10542-1	BLP- 7S	2.0	uM	{"database_subject_label":"Escherichia c	HC50	111.9	uM	56.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1007_s12602-025-10542-1	BH2L	2.0	uM	{"database_subject_label":"Staphylococcu	HC50	17.2	uM	8.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1007_s13238-014-0061-0	K7D	0.25	uM	{"class":"Gram-positive bacterium","spec	MHC	10.41	uM	41.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1007_s13238-014-0061-0	K14D	0.25	uM	{"class":"Gram-positive bacterium","spec	MHC	5.2	uM	20.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1007_s13238-014-0061-0	K22D	0.5	uM	{"class":"Gram-positive bacterium","spec	MHC	20.81	uM	41.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1007_s13238-014-0061-0	K7D/K14D	0.5	uM	{"class":"Gram-positive bacterium","spec	MHC	20.81	uM	41.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1007_s13238-014-0061-0	K14D/K22D	0.5	uM	{"class":"Gram-positive bacterium","spec	MHC	20.81	uM	41.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1007_s13238-014-0061-0	K7D/K14D/K22D	0.5	uM	{"class":"Gram-positive bacterium","spec	MHC	81.31	uM	162.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1007_s13238-014-0061-0	K7D/K10D/K14D/K22D	0.5	uM	{"class":"Gram-positive bacterium","spec	MHC	325.2	uM	650.4	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1007_s13238-014-0061-0	K3D/K7D/K10D/K14D/K22D	2.0	uM	{"class":"Gram-positive bacterium","spec	MHC	325.2	uM	162.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1007_s13238-014-0061-0	K1D/K3D/K7D/K10D/K14D/K22D	0.5	uM	{"class":"Gram-positive bacterium","spec	MHC	325.2	uM	650.4	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1007_s13238-014-0061-0	L6D	1.0	uM	{"class":"Gram-negative bacterium","spec	MHC	10.41	uM	10.4	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1007_s13238-014-0061-0	L12D	1.0	uM	{"class":"Gram-negative bacterium","spec	MHC	20.81	uM	20.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1007_s13238-014-0061-0	L20D	1.0	uM	{"class":"Gram-negative bacterium","spec	MHC	20.81	uM	20.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1007_s13238-014-0061-0	L6D/L12D	1.0	uM	{"class":"Gram-positive bacterium","spec	MHC	20.81	uM	20.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1007_s13238-014-0061-0	L12D/L20D	0.25	uM	{"class":"Gram-positive bacterium","spec	MHC	81.31	uM	325.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1007_s13238-014-0061-0	L6D/L12D/L20D	0.25	uM	{"class":"Gram-positive bacterium","spec	MHC	162.61	uM	650.4	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1007_s13238-014-0061-0	L6D/L12D/L17D/L20D	0.5	uM	{"class":"Gram-positive bacterium","spec	MHC	81.3	uM	162.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1007_s13238-014-0061-0	L6D/L12D/L17D/L20D/L21D	0.5	uM	{"class":"Gram-positive bacterium","spec	MHC	325.2	uM	650.4	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.biomaterials.2013.12.049	Thymopentin, TP-5	1000.0	ug/mL	{"full_species":"Mycobacterium smegmatis	HC50	2000.0	ug/mL	2.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.biomaterials.2013.12.049	RR-6	125.0	ug/mL	{"full_species":"Mycobacterium smegmatis	HC50	2000.0	ug/mL	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.biomaterials.2013.12.049	Thymopentin + 6R, RR-11	125.0	ug/mL	{"full_species":"Mycobacterium smegmatis	HC50	2000.0	ug/mL	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.biomaterials.2013.12.049	6R + Thymopentin, RY-11	125.0	ug/mL	{"full_species":"Mycobacterium smegmatis	HC50	2000.0	ug/mL	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.csbj.2021.08.039	GV30	2.0	uM	{"class":"bacteria","source_label":"S. a	HC50	95.75	uM	47.9	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.csbj.2021.08.039	GV23	2.0	uM	{"class":"bacteria","source_label":"S. a	HC50	115.29	uM	57.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.csbj.2021.08.039	GV21	2.0	uM	{"class":"bacteria","source_label":"S. a	HC50	204.52	uM	102.3	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.csbj.2021.08.039	GV20	4.0	uM	{"class":"bacteria","source_label":"S. a	HC50	179.84	uM	45.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.csbj.2023.11.031	B1LTe	1.0	uM	{"class":"bacterium","database_subject_a	HC50	6.4	uM	6.4	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.csbj.2023.11.031	D-L	1.0	uM	{"class":"bacterium","database_subject_a	HC50	11.6	uM	11.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.csbj.2023.11.031	9 L	4.0	uM	{"class":"bacterium","database_subject_a	HC50	12.3	uM	3.1	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.csbj.2023.11.031	D-9 L	2.0	uM	{"class":"bacterium","database_subject_a	HC50	27.8	uM	13.9	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.csbj.2023.11.031	9L10L	2.0	uM	{"class":"bacterium","database_subject_a	HC50	42.9	uM	21.4	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.csbj.2023.11.031	D-K	4.0	uM	{"class":"bacterium","database_subject_a	HC50	128.0	uM	32.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.csbj.2023.11.031	K-R	2.0	uM	{"class":"bacterium","database_subject_a	HC50	8.4	uM	4.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.csbj.2023.11.031	D-R	2.0	uM	{"class":"bacterium","database_subject_a	HC50	128.0	uM	64.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.csbj.2023.11.031	2D-R	2.0	uM	{"class":"bacterium","database_subject_a	HC50	17.5	uM	8.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.csbj.2023.11.031	Q-D-R	1.0	uM	{"class":"bacterium","database_subject_a	HC50	17.1	uM	17.1	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.csbj.2023.11.031	5 R	2.0	uM	{"class":"bacterium","database_subject_a	HC50	128.0	uM	64.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.csbj.2024.09.006	brevinin−1pl	2.0	uM	{"caution":"Table header gives S. aureus	HC50	37.64	uM	18.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.csbj.2024.09.006	des-Ala16-[Lys4]brevinin−1pl	2.0	uM	{"gram_status":"Gram-negative","raw_targ	HC50	128.0	uM	64.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.csbj.2024.09.006	des-Leu13, Ala16-[Lys4]brevinin−1pl	32.0	uM	{"gram_status":"Gram-negative","raw_targ	HC50	128.0	uM	4.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.jare.2025.01.029	sC184B	6.25	uM	{"full_species":"Bacillus subtilis ATCC 	HC50	411.5	uM	65.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.jare.2025.01.029	P-α	6.25	uM	{"full_species":"Bacillus subtilis ATCC 	HC50	1000.0	uM	160.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.jare.2025.01.029	P-β	6.25	uM	{"full_species":"Bacillus subtilis ATCC 	HC50	82.44	uM	13.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.jare.2025.01.029	P-α-02	3.125	uM	{"full_species":"Bacillus subtilis ATCC 	HC50	96.36	uM	30.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.jare.2025.01.029	P-α-04	3.125	uM	{"full_species":"Bacillus subtilis ATCC 	HC50	596.38	uM	190.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.jare.2025.01.029	P-α-02-X	3.125	uM	{"full_species":"Bacillus subtilis ATCC 	HC50	68.84	uM	22.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.jare.2025.01.029	P-α-02-O	3.125	uM	{"full_species":"Bacillus subtilis ATCC 	HC50	102.35	uM	32.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.jare.2025.01.029	P-α-02-B	3.125	uM	{"full_species":"Bacillus subtilis ATCC 	HC50	113.33	uM	36.3	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.jare.2025.01.029	P-α-02-D	3.125	uM	{"full_species":"Bacillus subtilis ATCC 	HC50	41.48	uM	13.3	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.jare.2025.01.029	P-α-02-D’	3.125	uM	{"full_species":"Bacillus subtilis ATCC 	HC50	61.58	uM	19.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.jare.2025.01.029	P-α-04-X	3.125	uM	{"full_species":"Bacillus subtilis ATCC 	HC50	232.07	uM	74.3	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.jare.2025.01.029	P-α-04-O	3.125	uM	{"full_species":"Bacillus subtilis ATCC 	HC50	508.88	uM	162.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.jare.2025.01.029	P-α-04-B	3.125	uM	{"full_species":"Bacillus subtilis ATCC 	HC50	503.62	uM	161.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.jare.2025.01.029	P-α-04-A	3.125	uM	{"full_species":"Bacillus subtilis ATCC 	HC50	502.52	uM	160.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Collagenin-1	12.5	uM	{"class":"bacteria","source_abbreviation	CC50	141.0	uM	11.3	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Collagenin-2	50.0	uM	{"class":"bacteria","source_abbreviation	CC50	72.77	uM	1.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Collagenin-3	12.5	uM	{"class":"bacteria","source_abbreviation	CC50	205.15	uM	16.4	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Collagenin-4	12.5	uM	{"class":"bacteria","source_abbreviation	CC50	228.0	uM	18.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Collagenin-5	3.12	uM	{"class":"bacteria","source_abbreviation	CC50	43.01	uM	13.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Collagenin-6	1.56	uM	{"class":"bacteria","source_abbreviation	CC50	26.6	uM	17.1	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Collagenin-7	0.78	uM	{"class":"bacteria","source_abbreviation	CC50	34.03	uM	43.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Neuronin-1	3.12	uM	{"class":"bacteria","source_abbreviation	CC50	61.74	uM	19.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Neuronin-2	1.56	uM	{"class":"bacteria","source_abbreviation	CC50	27.57	uM	17.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Neuronin-3	1.56	uM	{"class":"bacteria","source_abbreviation	CC50	33.79	uM	21.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Neuronin-4	50.0	uM	{"class":"bacteria","source_abbreviation	CC50	112.1	uM	2.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Neuronin-5	50.0	uM	{"class":"bacteria","source_abbreviation	CC50	103.6	uM	2.1	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Neuronin-6	12.5	uM	{"class":"bacteria","source_abbreviation	CC50	64.64	uM	5.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Eyesin-1	6.25	uM	{"class":"bacteria","source_abbreviation	CC50	27.73	uM	4.4	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Eyesin-2	25.0	uM	{"class":"bacteria","source_abbreviation	CC50	20.09	uM	0.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Eyesin-3	1.56	uM	{"class":"bacteria","source_abbreviation	CC50	22.14	uM	14.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Eyesin-4	2.0	uM	{"class":"bacteria","source_abbreviation	CC50	31.45	uM	15.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Eyesin-5	50.0	uM	{"class":"bacteria","source_abbreviation	CC50	213.75	uM	4.3	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Eyesin-6	3.12	uM	{"class":"bacteria","source_abbreviation	CC50	22.87	uM	7.3	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Eyesin-7	6.25	uM	{"class":"bacteria","source_abbreviation	CC50	48.73	uM	7.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Eyesin-8	1.56	uM	{"class":"bacteria","source_abbreviation	CC50	90.13	uM	57.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Toothin-1	6.25	uM	{"class":"bacteria","source_abbreviation	CC50	50.17	uM	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Toothin-2	50.0	uM	{"class":"bacteria","source_abbreviation	CC50	32.4	uM	0.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Toothin-3	50.0	uM	{"class":"bacteria","source_abbreviation	CC50	69.44	uM	1.4	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Immunosin-1	6.25	uM	{"class":"bacteria","source_abbreviation	CC50	47.34	uM	7.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Immunosin-2	3.12	uM	{"class":"bacteria","source_abbreviation	CC50	56.64	uM	18.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Immunosin-3	6.25	uM	{"class":"bacteria","source_abbreviation	CC50	104.0	uM	16.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Immunosin-4	25.0	uM	{"class":"bacteria","source_abbreviation	CC50	87.03	uM	3.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Immunosin-5	12.5	uM	{"class":"bacteria","source_abbreviation	CC50	61.48	uM	4.9	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Immunosin-6	50.0	uM	{"class":"bacteria","source_abbreviation	CC50	96.8	uM	1.9	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Immunosin-7	6.25	uM	{"class":"bacteria","source_abbreviation	CC50	72.51	uM	11.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Immunosin-8	6.25	uM	{"class":"bacteria","source_abbreviation	CC50	190.6	uM	30.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Immunosin-9	6.25	uM	{"class":"bacteria","source_abbreviation	CC50	135.6	uM	21.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Immunosin-10	12.5	uM	{"class":"bacteria","source_abbreviation	CC50	131.7	uM	10.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Immunosin-11	3.12	uM	{"class":"bacteria","source_abbreviation	CC50	29.26	uM	9.4	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Immunosin-12	25.0	uM	{"class":"bacteria","source_abbreviation	CC50	60.56	uM	2.4	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Immunosin-13	3.12	uM	{"class":"bacteria","source_abbreviation	CC50	111.9	uM	35.9	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Zipperin-1	1.56	uM	{"class":"bacteria","source_abbreviation	CC50	23.27	uM	14.9	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1016_j.tibtech.2024.09.008	Zipperin-2	1.56	uM	{"class":"bacteria","source_abbreviation	CC50	568.2	uM	364.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.biochem.0c00565	Klk14	1.0	uM	{"class":"fungus","source_table_label":"	MHC	8.0	uM	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.biochem.0c00565	Au2.2d2	23.0	uM	{"class":"bacteria","source_table_label"	MHC	40.0	uM	1.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.1c00795	LL-37	1.56	uM	{"class":"bacteria","species":"E. coli",	Hemolysis	58.0	uM	37.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.2c00061	Amp1EP9	3.12	uM	{"class":"bacteria","species":"Pseudomon	hemolysis_toxicity_context	80.0	uM	25.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.2c00061	Amp1EP10	3.12	uM	{"class":"bacteria","species":"Pseudomon	hemolysis_toxicity_context	80.0	uM	25.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	ln65	2.0	ug/mL	{"class":"bacterial_strain","species":"K	MHC	125.0	ug/mL	62.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	dln65	3.0	ug/mL	{"class":"bacterial_strain","species":"P	MHC	125.0	ug/mL	41.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	ln69	2.0	ug/mL	{"class":"bacterial_strain","species":"P	MHC	1000.0	ug/mL	500.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	dln69	1.0	ug/mL	{"class":"bacterial_strain","species":"E	MHC	250.0	ug/mL	250.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	sr-ln65	4.0	ug/mL	{"class":"bacterial_strain","species":"P	MHC	1000.0	ug/mL	250.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	sr-ln65L6	4.0	ug/mL	{"class":"bacterial_strain","species":"E	MHC	2000.0	ug/mL	500.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP1	2.0	ug/mL	{"class":"bacterial_strain","species":"E	MHC	15.6	ug/mL	7.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP2	2.0	ug/mL	{"class":"bacterial_strain","species":"P	MHC	15.6	ug/mL	7.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP3	2.0	ug/mL	{"class":"bacterial_strain","species":"A	MHC	15.6	ug/mL	7.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP4	2.0	ug/mL	{"class":"bacterial_strain","species":"K	MHC	15.6	ug/mL	7.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP5	1.0	ug/mL	{"class":"bacterial_strain","species":"A	MHC	63.0	ug/mL	63.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP6	2.0	ug/mL	{"class":"bacterial_strain","species":"E	MHC	500.0	ug/mL	250.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP7	1.0	ug/mL	{"class":"bacterial_strain","species":"A	MHC	125.0	ug/mL	125.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP8	2.0	ug/mL	{"class":"bacterial_strain","species":"E	MHC	15.6	ug/mL	7.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP9	8.0	ug/mL	{"class":"bacterial_strain","species":"E	MHC	31.0	ug/mL	3.9	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP10	2.0	ug/mL	{"class":"bacterial_strain","species":"A	MHC	15.6	ug/mL	7.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP11	1.0	ug/mL	{"class":"bacterial_strain","species":"P	MHC	63.0	ug/mL	63.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP12	3.0	ug/mL	{"class":"bacterial_strain","species":"E	MHC	250.0	ug/mL	83.3	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP13	6.0	ug/mL	{"class":"bacterial_strain","species":"E	MHC	1000.0	ug/mL	166.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP14	2.0	ug/mL	{"class":"bacterial_strain","species":"E	MHC	1000.0	ug/mL	500.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP15	8.0	ug/mL	{"class":"bacterial_strain","species":"E	MHC	2000.0	ug/mL	250.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.1021_acs.jmedchem.3c00460	HP16	4.0	ug/mL	{"class":"bacterial_strain","species":"E	MHC	125.0	ug/mL	31.2	TI = median toxicity_conc / min_MIC (same unit family)
