level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2481	3249	-1	
2	1	1	0	0	0	22	47	2283	3117	-1	
3	1	1	1	0	0	22	47	2283	3117	-1	
4	1	1	1	1	0	2071	47	229	19	-1	
5	1	1	1	1	1	2071	47	60	19	96	View
5	1	1	1	1	2	2138	47	76	19	96	Article
5	1	1	1	1	3	2223	47	77	19	96	Online
4	1	1	1	2	0	180	98	2121	41	-1	
5	1	1	1	2	1	180	98	105	41	96	Paper
5	1	1	1	2	2	2035	102	73	27	96	RSC
5	1	1	1	2	3	2122	102	179	27	95	Advances
4	1	1	1	3	0	438	213	1431	134	-1	
5	1	1	1	3	1	438	235	53	61	93	a
5	1	1	1	3	2	552	303	70	37	34	+50
5	1	1	1	3	3	845	266	218	36	89	4h-E.coli
5	1	1	1	3	4	1263	213	57	81	93	b
5	1	1	1	3	5	1340	239	76	108	50	+50
5	1	1	1	3	6	1624	269	49	36	93	12
5	1	1	1	3	7	1692	269	177	37	91	h-E.coli
4	1	1	1	4	0	88	338	1796	51	-1	
5	1	1	1	4	1	88	385	4	4	24	.
5	1	1	1	4	2	679	341	61	31	21	m=
5	1	1	1	4	3	779	339	16	36	74	1
5	1	1	1	4	4	965	340	62	33	27	mm
5	1	1	1	4	5	1063	338	24	37	88	2
5	1	1	1	4	6	1468	342	62	31	0	m=
5	1	1	1	4	7	1569	339	16	37	75	1
5	1	1	1	4	8	1762	342	62	32	59	mm
5	1	1	1	4	9	1860	339	24	36	92	2
4	1	1	1	5	0	76	391	1950	52	-1	
5	1	1	1	5	1	76	392	16	44	83	J
5	1	1	1	5	2	469	398	61	43	87	>
5	1	1	1	5	3	680	394	62	32	46	mm
5	1	1	1	5	4	779	391	158	37	76	CPFx-1
5	1	1	1	5	5	966	396	61	31	24	©!
5	1	1	1	5	6	1064	392	163	37	49	CPFx-2|
5	1	1	1	5	7	1266	401	62	42	93	>
5	1	1	1	5	8	1468	394	64	33	67	mm
5	1	1	1	5	9	1569	391	159	37	78	CPFx-1
5	1	1	1	5	10	1761	398	62	31	34	©
5	1	1	1	5	11	1861	394	165	37	90	CPFx-2
4	1	1	1	6	0	76	426	1240	54	-1	
5	1	1	1	6	1	76	438	16	28	90	g
5	1	1	1	6	2	469	426	41	54	14	o~
5	1	1	1	6	3	1266	433	50	31	60	~
4	1	1	1	7	0	68	503	1569	53	-1	
5	1	1	1	7	1	68	505	24	51	32	z
5	1	1	1	7	2	482	517	36	33	71	@
5	1	1	1	7	3	552	503	75	37	96	100
5	1	1	1	7	4	1279	519	36	33	60	@
5	1	1	1	7	5	1340	505	76	37	96	100
5	1	1	1	7	6	1571	514	66	24	41	vases,
4	1	1	1	8	0	76	551	1239	23	-1	
5	1	1	1	8	1	76	557	16	15	0	°
5	1	1	1	8	2	472	551	46	21	40	_
5	1	1	1	8	3	1268	554	47	20	1	=
4	1	1	1	9	0	76	574	1239	36	-1	
5	1	1	1	9	1	76	574	23	32	73	=
5	1	1	1	9	2	482	575	36	33	77	©
5	1	1	1	9	3	1279	578	36	32	67	©
4	1	1	1	10	0	69	604	1659	60	-1	
5	1	1	1	10	1	69	608	23	47	72	2
5	1	1	1	10	2	482	604	30	58	12	-_
5	1	1	1	10	3	977	639	45	12	51	eee
5	1	1	1	10	4	1057	632	65	23	28	EEE,
5	1	1	1	10	5	1279	611	35	22	58	-
5	1	1	1	10	6	1660	610	68	54	38	ae
4	1	1	1	11	0	77	647	1237	37	-1	
5	1	1	1	11	1	77	647	10	37	37	ao
5	1	1	1	11	2	470	657	47	11	81	—
5	1	1	1	11	3	958	648	29	31	65	Us.
5	1	1	1	11	4	986	652	32	11	42	a
5	1	1	1	11	5	1267	659	47	10	79	—
4	1	1	1	12	0	68	669	1842	48	-1	
5	1	1	1	12	1	68	690	24	7	0	o
5	1	1	1	12	2	482	674	36	32	84	©
5	1	1	1	12	3	1138	670	71	47	49	ae
5	1	1	1	12	4	1279	676	36	32	82	©
5	1	1	1	12	5	1769	669	56	47	39	eee
5	1	1	1	12	6	1865	695	45	11	22	sok
4	1	1	1	13	0	24	699	1972	60	-1	
5	1	1	1	13	1	24	725	22	34	58	s
5	1	1	1	13	2	69	699	23	48	53	5
5	1	1	1	13	3	483	709	34	36	96	>
5	1	1	1	13	4	578	703	44	36	95	50
5	1	1	1	13	5	1280	711	34	35	96	>
5	1	1	1	13	6	1366	704	50	36	96	50
5	1	1	1	13	7	1839	703	42	49	71	_
5	1	1	1	13	8	1964	733	32	11	30	01K
4	1	1	1	14	0	24	740	1979	48	-1	
5	1	1	1	14	1	24	760	22	24	62	=
5	1	1	1	14	2	76	749	16	39	19	=
5	1	1	1	14	3	470	749	47	9	6	—
5	1	1	1	14	4	935	771	2	2	0	;
5	1	1	1	14	5	1267	751	47	9	75	—
5	1	1	1	14	6	1921	740	82	25	50	ej
4	1	1	1	15	0	23	764	1291	67	-1	
5	1	1	1	15	1	23	793	23	32	58	s
5	1	1	1	15	2	76	790	16	41	0	&
5	1	1	1	15	3	482	764	35	57	55	2
5	1	1	1	15	4	1279	766	35	56	81	2
4	1	1	1	16	0	24	828	1291	41	-1	
5	1	1	1	16	1	24	828	68	41	73	SQ
5	1	1	1	16	2	483	829	35	32	57	>
5	1	1	1	16	3	1280	830	35	32	55	>
4	1	1	1	17	0	30	871	62	15	-1	
5	1	1	1	17	1	30	871	16	4	63	=
5	1	1	1	17	2	76	871	16	15	66	&
4	1	1	1	18	0	24	868	1392	72	-1	
5	1	1	1	18	1	24	878	68	60	36	£3
5	1	1	1	18	2	470	868	157	70	37	Po
5	1	1	1	18	3	1266	869	150	71	45	Oo
4	1	1	1	19	0	23	937	69	37	-1	
5	1	1	1	19	1	23	937	69	37	39	Rg
4	1	1	1	20	0	24	946	1962	87	-1	
5	1	1	1	20	1	24	970	68	46	34	a2
5	1	1	1	20	2	700	970	123	48	37	9
5	1	1	1	20	3	855	946	44	87	39	WP
5	1	1	1	20	4	920	966	88	49	35	9%
5	1	1	1	20	5	1015	946	85	87	0	.9
5	1	1	1	20	6	1159	970	30	45	80	9
5	1	1	1	20	7	1489	967	497	51	55	DD
