level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2481	3249	-1	
2	1	1	0	0	0	22	47	2283	3118	-1	
3	1	1	1	0	0	22	47	2283	3118	-1	
4	1	1	1	1	0	2071	47	229	19	-1	
5	1	1	1	1	1	2071	47	60	19	96	View
5	1	1	1	1	2	2138	47	76	19	96	Article
5	1	1	1	1	3	2223	47	77	19	96	Online
4	1	1	1	2	0	180	102	2122	33	-1	
5	1	1	1	2	1	180	102	73	27	96	RSC
5	1	1	1	2	2	267	102	180	27	96	Advances
5	1	1	1	2	3	2198	103	104	32	96	Paper
4	1	1	1	3	0	443	209	1259	89	-1	
5	1	1	1	3	1	443	220	43	49	95	a
5	1	1	1	3	2	503	264	38	21	96	0.4
5	1	1	1	3	3	906	282	5	5	58	F
5	1	1	1	3	4	1215	209	85	89	73	C,
5	1	1	1	3	5	1676	266	26	20	82	40
4	1	1	1	4	0	571	266	1444	57	-1	
5	1	1	1	4	1	571	287	8	18	73	1
5	1	1	1	4	2	715	285	81	38	28	=r
5	1	1	1	4	3	813	262	45	65	65	|
5	1	1	1	4	4	890	266	37	21	0	°“y
5	1	1	1	4	5	1106	291	32	24	24	=
5	1	1	1	4	6	1155	284	33	39	24	or
5	1	1	1	4	7	1372	283	94	26	62	d=85.7
5	1	1	1	4	8	1476	284	15	25	59	£
5	1	1	1	4	9	1503	283	56	26	73	17.0
5	1	1	1	4	10	1571	289	42	20	73	nm
5	1	1	1	4	11	1757	283	108	26	60	d=116.1
5	1	1	1	4	12	1878	284	16	25	32	¢
5	1	1	1	4	13	1903	283	112	26	61	22.9nm
4	1	1	1	5	0	469	316	1272	33	-1	
5	1	1	1	5	1	469	325	18	17	41	®
5	1	1	1	5	2	715	324	81	18	83	—6h
5	1	1	1	5	3	856	327	18	17	48	fo
5	1	1	1	5	4	1106	326	82	18	87	—6h
5	1	1	1	5	5	1274	319	65	30	89	4041
5	1	1	1	5	6	1727	316	14	23	96	2
4	1	1	1	6	0	469	337	1233	48	-1	
5	1	1	1	6	1	469	344	18	34	34	Q
5	1	1	1	6	2	503	339	37	21	93	0.3
