mt4c01635_si_001_image-000.png	0	270
mt4c01635_si_001_image-001.png	0	1
mt4c01635_si_001_image-002.png	0	335
mt4c01635_si_001_image-003.png	0	391
mt4c01635_si_001_image-004.png	0	1
mt4c01635_si_001_image-005.png	0	352
mt4c01635_si_001_image-006.png	0	338
mt4c01635_si_001_image-007.png	0	6
mt4c01635_si_001_image-008.png	0	351
mt4c01635_si_001_image-009.png	0	357
mt4c01635_si_001_image-010.png	0	1
mt4c01635_si_001_image-011.png	0	298
mt4c01635_si_001_image-012.png	0	778
mt4c01635_si_001_image-013.png	0	273
mt4c01635_si_001_image-014.png	0	14
mt4c01635_si_001_image-015.png	0	743
