level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2481	3509	-1	
2	1	1	0	0	0	375	366	1729	2884	-1	
3	1	1	1	0	0	375	366	1729	2884	-1	
4	1	1	1	1	0	759	366	1224	58	-1	
5	1	1	1	1	1	759	366	169	51	22	m1
5	1	1	1	1	2	1108	368	34	52	81	2
5	1	1	1	1	3	1331	370	229	52	90	CPFx-1
5	1	1	1	1	4	1602	375	90	46	50	©
5	1	1	1	1	5	1746	372	237	52	89	CPFx-2
4	1	1	1	2	0	469	454	391	79	-1	
5	1	1	1	2	1	469	454	78	79	75	S
5	1	1	1	2	2	581	460	109	52	90	1005
5	1	1	1	2	3	794	462	66	55	36	als
4	1	1	1	3	0	469	520	341	26	-1	
5	1	1	1	3	1	469	520	32	26	0	S
4	1	1	1	4	0	469	539	1083	34	-1	
5	1	1	1	4	1	469	553	78	20	86	—
5	1	1	1	4	2	1437	539	31	33	39	2
5	1	1	1	4	3	1492	535	14	51	42	kK
4	1	1	1	5	0	486	603	44	40	-1	
5	1	1	1	5	1	497	599	21	61	30	“”)
4	1	1	1	6	0	486	646	963	43	-1	
5	1	1	1	6	1	486	649	44	40	83	®
5	1	1	1	6	2	1377	646	31	34	21	*
5	1	1	1	6	3	1418	646	31	34	24	K
4	1	1	1	7	0	486	694	1308	40	-1	
5	1	1	1	7	1	486	694	44	40	29	©
5	1	1	1	7	2	1019	690	33	44	0	——
4	1	1	1	8	0	470	740	898	60	-1	
5	1	1	1	8	1	470	740	60	60	38	=
5	1	1	1	8	2	1312	756	56	33	96	ns
4	1	1	1	9	0	486	808	204	58	-1	
5	1	1	1	9	1	486	808	44	40	65	®
5	1	1	1	9	2	618	814	72	52	89	50
4	1	1	1	10	0	486	850	805	48	-1	
5	1	1	1	10	1	486	850	43	28	29	-
5	1	1	1	10	2	1235	866	56	32	96	ns
4	1	1	1	11	0	470	906	999	52	-1	
5	1	1	1	11	1	470	910	59	48	48	L
5	1	1	1	11	2	1435	906	34	45	33	SS
4	1	1	1	12	0	470	965	745	53	-1	
5	1	1	1	12	1	470	968	59	50	92	Q
5	1	1	1	12	2	1159	965	56	32	91	ns
4	1	1	1	13	0	471	1004	1470	133	-1	
5	1	1	1	13	1	471	1026	58	41	2	_
5	1	1	1	13	2	1084	1066	55	31	95	ns
5	1	1	1	13	3	1411	1089	3	1	37	3
5	1	1	1	13	4	1735	1078	50	59	37	ay
5	1	1	1	13	5	1885	1069	22	37	29	ab
5	1	1	1	13	6	1917	1004	24	90	57	I
4	1	1	1	14	0	1034	1091	902	93	-1	
5	1	1	1	14	1	1034	1134	155	26	35	—,;...
5	1	1	1	14	2	1238	1134	88	26	44	E-.
5	1	1	1	14	3	1423	1119	26	51	22	Za
5	1	1	1	14	4	1581	1102	55	57	70	ail
5	1	1	1	14	5	1759	1113	27	9	66	in
5	1	1	1	14	6	1918	1091	18	93	45	|
4	1	1	1	15	0	657	1139	1257	81	-1	
5	1	1	1	15	1	657	1168	33	52	92	0
5	1	1	1	15	2	811	1180	22	4	47	I
5	1	1	1	15	3	960	1158	57	28	2	=-5
5	1	1	1	15	4	1115	1157	53	27	37	Bt
5	1	1	1	15	5	1272	1161	42	24	47	t
5	1	1	1	15	6	1424	1145	57	41	47	Bi
5	1	1	1	15	7	1755	1139	24	46	57	|
4	1	1	1	16	0	735	1251	1234	53	-1	
5	1	1	1	16	1	735	1252	195	52	96	Triton
5	1	1	1	16	2	971	1252	33	52	91	0
5	1	1	1	16	3	1076	1252	133	52	86	6.25
5	1	1	1	16	4	1234	1251	130	53	86	12.5
5	1	1	1	16	5	1384	1252	132	52	96	25.0
5	1	1	1	16	6	1539	1252	131	52	96	50.0
5	1	1	1	16	7	1706	1252	109	52	95	100
5	1	1	1	16	8	1857	1252	112	52	95	200
4	1	1	1	17	0	1003	1357	746	77	-1	
5	1	1	1	17	1	1003	1357	549	61	95	Concentration
5	1	1	1	17	2	1584	1357	165	77	73	(uM)
4	1	1	1	18	0	376	1487	1728	41	-1	
5	1	1	1	18	1	376	1488	121	40	96	Figure
5	1	1	1	18	2	517	1488	75	31	95	S15.
5	1	1	1	18	3	612	1487	133	32	96	Release
5	1	1	1	18	4	764	1487	40	32	96	of
5	1	1	1	18	5	817	1489	89	29	96	LDH
5	1	1	1	18	6	925	1487	80	32	96	after
5	1	1	1	18	7	1022	1487	138	32	96	24-hour
5	1	1	1	18	8	1178	1498	155	29	96	exposure
5	1	1	1	18	9	1351	1492	33	27	96	to
5	1	1	1	18	10	1401	1487	129	32	96	various
5	1	1	1	18	11	1549	1487	252	32	96	concentrations
5	1	1	1	18	12	1820	1487	40	32	96	of
5	1	1	1	18	13	1874	1487	230	32	96	antimicrobial
4	1	1	1	19	0	375	1550	1226	45	-1	
5	1	1	1	19	1	375	1554	145	40	93	peptides
5	1	1	1	19	2	534	1551	39	44	92	(n
5	1	1	1	19	3	587	1563	26	10	96	=
5	1	1	1	19	4	628	1551	33	42	96	3,
5	1	1	1	19	5	677	1562	107	24	96	mean
5	1	1	1	19	6	796	1555	27	27	87	+
5	1	1	1	19	7	839	1551	72	42	96	SD,
5	1	1	1	19	8	926	1565	58	21	23	ns.
5	1	1	1	19	9	999	1560	23	21	93	>
5	1	1	1	19	10	1036	1555	83	37	92	0.05,
5	1	1	1	19	11	1135	1554	63	31	80	**P
5	1	1	1	19	12	1210	1560	23	21	80	<
5	1	1	1	19	13	1247	1555	83	37	93	0.01,
5	1	1	1	19	14	1346	1554	86	31	79	***P
5	1	1	1	19	15	1443	1560	23	21	79	<
5	1	1	1	19	16	1480	1550	121	45	94	0.001).
4	1	1	1	20	0	437	1722	1540	81	-1	
5	1	1	1	20	1	437	1738	42	48	73	A
5	1	1	1	20	2	499	1766	42	33	71	45
5	1	1	1	20	3	671	1737	104	36	95	local
5	1	1	1	20	4	793	1737	329	36	95	administration
5	1	1	1	20	5	1251	1722	45	64	92	b
5	1	1	1	20	6	1296	1732	54	71	96	45
5	1	1	1	20	7	1428	1735	204	45	96	systemic
5	1	1	1	20	8	1648	1734	329	36	96	administration
4	1	1	1	21	0	582	1798	1002	27	-1	
5	1	1	1	21	1	582	1809	60	13	18	—s—
5	1	1	1	21	2	651	1800	111	25	96	Control
5	1	1	1	21	3	1391	1804	71	13	48	——
5	1	1	1	21	4	1473	1798	111	25	96	Control
