level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2481	3509	-1	
2	1	1	0	0	0	376	331	1688	2919	-1	
3	1	1	1	0	0	376	331	1688	1652	-1	
4	1	1	1	1	0	550	331	72	41	-1	
5	1	1	1	1	1	550	331	72	41	96	0.4
4	1	1	1	2	0	681	339	1215	83	-1	
5	1	1	1	2	1	681	376	15	36	89	1
5	1	1	1	2	2	960	385	60	10	88	—
5	1	1	1	2	3	1054	371	62	36	83	Oh
5	1	1	1	2	4	1308	339	146	83	8	OAT;
5	1	1	1	2	5	1726	389	61	9	90	—
5	1	1	1	2	6	1833	374	63	36	72	Oh
4	1	1	1	3	0	484	409	1412	82	-1	
5	1	1	1	3	1	484	450	34	31	38	‘
5	1	1	1	3	2	961	409	155	74	54	=i
5	1	1	1	3	3	1728	428	57	8	75	=
5	1	1	1	3	4	1833	413	63	78	64	i
4	1	1	1	4	0	960	459	827	31	-1	
5	1	1	1	4	1	960	462	60	9	78	—
5	1	1	1	4	2	1242	459	33	31	82	®
5	1	1	1	4	3	1727	470	60	9	81	—
4	1	1	1	5	0	484	477	1412	56	-1	
5	1	1	1	5	1	484	486	34	31	57	o
5	1	1	1	5	2	551	477	70	40	95	0.3
5	1	1	1	5	3	960	504	60	9	91	—
5	1	1	1	5	4	1054	489	62	36	77	9h
5	1	1	1	5	5	1242	494	33	31	44	oO
5	1	1	1	5	6	1308	485	70	41	93	0.3
5	1	1	1	5	7	1727	511	60	9	91	—
5	1	1	1	5	8	1833	497	63	36	76	9h
4	1	1	1	6	0	484	524	1441	67	-1	
5	1	1	1	6	1	484	524	34	67	16	a
5	1	1	1	6	2	960	546	60	9	87	—
5	1	1	1	6	3	1056	531	86	36	95	12h
5	1	1	1	6	4	1242	532	33	30	56	c
5	1	1	1	6	5	1727	553	59	9	89	—
5	1	1	1	6	6	1839	538	86	36	96	12h
4	1	1	1	7	0	474	569	1451	67	-1	
5	1	1	1	7	1	474	596	44	32	61	a
5	1	1	1	7	2	960	586	59	9	89	—
5	1	1	1	7	3	1056	571	86	36	74	15h
5	1	1	1	7	4	1231	569	44	67	32	18
5	1	1	1	7	5	1727	596	59	9	91	—
5	1	1	1	7	6	1839	581	86	36	95	15h
4	1	1	1	8	0	484	615	1441	56	-1	
5	1	1	1	8	1	484	632	34	21	72	=
5	1	1	1	8	2	550	622	71	40	96	0.2
5	1	1	1	8	3	960	629	60	9	31	~~
5	1	1	1	8	4	1056	615	86	36	70	18h
5	1	1	1	8	5	1242	640	33	21	34	Jf
5	1	1	1	8	6	1308	630	70	41	63	0.2
5	1	1	1	8	7	1726	642	61	9	61	—
5	1	1	1	8	8	1839	627	86	36	95	18h
4	1	1	1	9	0	491	651	1434	66	-1	
5	1	1	1	9	1	491	651	17	66	16	oO
5	1	1	1	9	2	1054	656	88	36	93	21h
5	1	1	1	9	3	1242	668	33	35	83	|o
5	1	1	1	9	4	1733	687	4	1	76	—
5	1	1	1	9	5	1837	669	88	36	72	21h
4	1	1	1	10	0	474	699	1451	76	-1	
