level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2481	3509	-1	
2	1	1	0	0	0	376	340	1728	2910	-1	
3	1	1	1	0	0	414	340	1644	1366	-1	
4	1	1	1	1	0	467	340	1564	86	-1	
5	1	1	1	1	1	467	377	51	25	95	150
5	1	1	1	1	2	877	341	21	41	74	1
5	1	1	1	1	3	1309	378	198	48	28	150s
5	1	1	1	1	4	1644	340	96	56	57	__2
5	1	1	1	1	5	2001	395	30	4	35	—
4	1	1	1	2	0	415	518	948	53	-1	
5	1	1	1	2	1	415	519	27	52	86	2
5	1	1	1	2	2	467	531	54	25	95	100
5	1	1	1	2	3	1257	518	26	52	83	=
5	1	1	1	2	4	1309	530	54	25	92	100
4	1	1	1	3	0	421	629	870	50	-1	
5	1	1	1	3	1	421	631	29	41	37	2
5	1	1	1	3	2	1256	629	35	50	54	3
4	1	1	1	4	0	414	672	949	44	-1	
5	1	1	1	4	1	414	672	29	44	26	i)
5	1	1	1	4	2	1271	677	10	39	20	Oo
5	1	1	1	4	3	1327	681	36	25	93	50
4	1	1	1	5	0	421	684	862	73	-1	
5	1	1	1	5	1	421	685	21	54	46	2
5	1	1	1	5	2	485	684	35	25	96	50
5	1	1	1	5	3	1262	706	21	51	0	E
4	1	1	1	6	0	414	743	869	44	-1	
5	1	1	1	6	1	414	743	28	44	25	z
5	1	1	1	6	2	1256	761	27	22	0	z
4	1	1	1	7	0	504	832	859	31	-1	
5	1	1	1	7	1	504	838	17	25	92	0
5	1	1	1	7	2	1346	832	17	25	89	0
4	1	1	1	8	0	1481	878	555	28	-1	
5	1	1	1	8	1	1481	881	26	25	77	5
5	1	1	1	8	2	1550	880	23	23	77	©
5	1	1	1	8	3	1616	881	23	23	47	»
5	1	1	1	8	4	1682	878	23	26	53	©
5	1	1	1	8	5	1748	879	89	25	54	9.9
5	1	1	1	8	6	1881	881	23	22	70	9
5	1	1	1	8	7	1946	881	90	23	79	DA
4	1	1	1	9	0	540	882	1482	68	-1	
5	1	1	1	9	1	540	887	125	63	51	PP
5	1	1	1	9	2	676	887	121	58	45	Fog?
5	1	1	1	9	3	807	885	123	60	64	Pv?
5	1	1	1	9	4	938	887	124	61	9	reg?
5	1	1	1	9	5	1080	888	114	54	37	SF
5	1	1	1	9	6	1381	882	178	60	26	POPP
5	1	1	1	9	7	1649	894	111	43	42	PVP
5	1	1	1	9	8	1780	899	46	42	40	pr
5	1	1	1	9	9	1846	901	46	37	40	gr
5	1	1	1	9	10	1922	895	34	34	48	H
4	1	1	1	10	0	717	957	1187	41	-1	
5	1	1	1	10	1	717	957	254	29	96	Concentration
5	1	1	1	10	2	986	957	77	37	70	(uM)
5	1	1	1	10	3	1559	962	254	29	96	Concentration
5	1	1	1	10	4	1827	963	77	35	81	(uM)
4	1	1	1	11	0	467	1044	1359	114	-1	
5	1	1	1	11	1	467	1082	95	37	41	150-7
5	1	1	1	11	2	792	1044	189	61	90	CPFx-1
5	1	1	1	11	3	1220	1108	6	50	0	,
5	1	1	1	11	4	1396	1107	2	13	17	a
5	1	1	1	11	5	1635	1051	191	42	92	CPFx-2
4	1	1	1	12	0	874	1130	1184	30	-1	
5	1	1	1	12	1	603	1123	99	35	12	tie
5	1	1	1	12	2	764	1122	10	25	61	|
5	1	1	1	12	3	874	1139	38	15	31	ba
5	1	1	1	12	4	1019	1142	35	17	6	Cs
5	1	1	1	12	5	1104	1156	3	4	42	ox
5	1	1	1	12	6	1127	1130	11	42	33	Wa
5	1	1	1	12	7	1480	1130	21	11	37	G7
5	1	1	1	12	8	1623	1132	20	21	68	y
5	1	1	1	12	9	1695	1135	14	4	0	Fy
5	1	1	1	12	10	1916	1146	8	3	50	,
5	1	1	1	12	11	1978	1138	9	4	0	@
5	1	1	1	12	12	2044	1138	14	14	22	8
4	1	1	1	13	0	414	1124	1639	79	-1	
5	1	1	1	13	1	414	1153	36	43	28	=
5	1	1	1	13	2	609	1160	19	34	27	BM
5	1	1	1	13	3	795	1157	125	38	12	WW
5	1	1	1	13	4	941	1157	55	40	17	Fon
5	1	1	1	13	5	1008	1124	99	76	20	LI
5	1	1	1	13	6	1202	1159	92	44	8	i
5	1	1	1	13	7	1399	1124	172	64	19	Poy
5	1	1	1	13	8	1619	1141	92	50	19	yy
5	1	1	1	13	9	1756	1134	297	61	18	mut!
4	1	1	1	14	0	415	1206	879	49	-1	
5	1	1	1	14	1	415	1223	27	32	93	2
5	1	1	1	14	2	1258	1206	36	42	0	o
4	1	1	1	15	0	421	1234	944	61	-1	
5	1	1	1	15	1	421	1257	21	31	0	%
5	1	1	1	15	2	467	1234	54	25	96	100
5	1	1	1	15	3	1259	1249	27	46	19	5
5	1	1	1	15	4	1311	1241	54	25	96	100
4	1	1	1	16	0	414	1302	872	28	-1	
5	1	1	1	16	1	414	1302	28	28	65	a
5	1	1	1	16	2	1264	1309	22	18	32	”
4	1	1	1	17	0	414	1331	880	52	-1	
5	1	1	1	17	1	414	1334	36	49	37	3
5	1	1	1	17	2	1258	1331	36	50	83	g
4	1	1	1	18	0	421	1384	865	26	-1	
5	1	1	1	18	1	421	1387	21	20	55	©
5	1	1	1	18	2	485	1385	36	25	96	50
5	1	1	1	18	3	1258	1384	28	6	1	°o
4	1	1	1	19	0	421	1392	943	70	-1	
5	1	1	1	19	1	421	1411	21	51	63	E
5	1	1	1	19	2	1264	1393	22	53	77	2
5	1	1	1	19	3	1329	1392	35	25	96	50
4	1	1	1	20	0	414	1450	872	44	-1	
5	1	1	1	20	1	414	1466	28	22	48	x
5	1	1	1	20	2	1258	1450	28	44	70	z=
4	1	1	1	21	0	504	1537	861	31	-1	
5	1	1	1	21	1	504	1537	17	25	92	0
5	1	1	1	21	2	1348	1543	17	25	54	)
4	1	1	1	22	0	709	1584	485	25	-1	
5	1	1	1	22	1	709	1586	88	23	52	2%
5	1	1	1	22	2	840	1584	90	25	16	O90
5	1	1	1	22	3	972	1587	89	22	22	DD
5	1	1	1	22	4	1105	1587	89	22	22	DD
4	1	1	1	23	0	540	1586	1498	68	-1	
5	1	1	1	23	1	540	1586	125	61	42	WP
5	1	1	1	23	2	676	1598	107	45	42	Fawr
5	1	1	1	23	3	807	1599	111	43	49	PV?
5	1	1	1	23	4	945	1598	37	42	62	&
5	1	1	1	23	5	1011	1600	103	36	56	FS
5	1	1	1	23	6	1384	1592	125	62	35	PP
5	1	1	1	23	7	1520	1592	121	57	29	Par
5	1	1	1	23	8	1651	1590	123	59	52	Pv?
5	1	1	1	23	9	1782	1593	124	59	48	org?
5	1	1	1	23	10	1938	1586	18	72	27	WF
4	1	1	1	24	0	717	1664	1190	42	-1	
5	1	1	1	24	1	717	1664	254	28	95	Concentration
5	1	1	1	24	2	986	1665	77	35	39	(uM)
5	1	1	1	24	3	1561	1670	254	29	93	Concentration
5	1	1	1	24	4	1830	1671	77	35	44	(yM)
3	1	1	2	0	0	376	1765	1728	41	-1	
4	1	1	2	1	0	376	1765	1728	41	-1	
5	1	1	2	1	1	376	1766	121	40	95	Figure
5	1	1	2	1	2	516	1766	75	31	70	$17.
5	1	1	2	1	3	610	1765	185	41	90	Hemolysis
5	1	1	2	1	4	812	1770	64	27	96	rate
5	1	1	2	1	5	895	1765	40	32	96	of
5	1	1	2	1	6	946	1765	56	32	96	red
5	1	1	2	1	7	1018	1765	101	32	96	blood
5	1	1	2	1	8	1135	1765	78	32	96	cells
5	1	1	2	1	9	1231	1770	31	27	96	at
5	1	1	2	1	10	1278	1765	133	41	96	varying
5	1	1	2	1	11	1429	1765	231	32	96	antimicrobial
5	1	1	2	1	12	1677	1765	145	41	96	peptides
5	1	1	2	1	13	1840	1765	264	38	96	concentrations,
3	1	1	3	0	0	376	1848	870	41	-1	
4	1	1	3	1	0	376	1848	870	41	-1	
5	1	1	3	1	1	376	1848	172	41	96	compared
5	1	1	3	1	2	559	1853	32	27	96	to
5	1	1	3	1	3	604	1859	18	21	96	a
5	1	1	3	1	4	634	1848	97	32	96	blank
5	1	1	3	1	5	743	1848	121	32	96	control
5	1	1	3	1	6	878	1859	100	30	96	group
5	1	1	3	1	7	992	1849	99	39	96	(PBS,
5	1	1	3	1	8	1104	1850	53	39	95	pH
5	1	1	3	1	9	1171	1849	75	39	96	7.4).
3	1	1	4	0	0	376	1998	201	31	-1	
4	1	1	4	1	0	376	1998	201	31	-1	
5	1	1	4	1	1	376	1998	201	31	96	References
3	1	1	5	0	0	378	2083	1725	202	-1	
4	1	1	5	1	0	378	2083	1725	38	-1	
5	1	1	5	1	1	378	2084	42	36	85	[1]
5	1	1	5	1	2	459	2084	23	29	95	J.
5	1	1	5	1	3	501	2083	83	36	93	Beal,
5	1	1	5	1	4	602	2084	38	29	88	N.
5	1	1	5	1	5	659	2084	37	29	88	G.
5	1	1	5	1	6	715	2084	101	37	92	Farny,
5	1	1	5	1	7	835	2084	29	29	85	T.
5	1	1	5	1	8	883	2083	296	38	92	Haddock-Angelli,
5	1	1	5	1	9	1198	2084	31	29	90	V.
5	1	1	5	1	10	1250	2083	181	38	92	Selvarajah,
5	1	1	5	1	11	1450	2084	37	29	90	G.
5	1	1	5	1	12	1508	2084	27	29	90	S.
5	1	1	5	1	13	1555	2083	147	36	93	Baldwin,
5	1	1	5	1	14	1721	2084	35	29	91	R.
5	1	1	5	1	15	1775	2083	266	38	91	Buckley-Taylor,
5	1	1	5	1	16	2059	2084	44	29	92	M.
4	1	1	5	2	0	459	2166	1644	38	-1	
5	1	1	5	2	1	459	2166	167	36	91	Gershater,
5	1	1	5	2	2	641	2167	37	29	92	D.
5	1	1	5	2	3	694	2166	88	38	91	Kiga,
5	1	1	5	2	4	798	2167	22	29	96	J.
5	1	1	5	2	5	836	2166	136	36	93	Marken,
5	1	1	5	2	6	987	2167	32	29	91	V.
5	1	1	5	2	7	1037	2166	176	36	91	Sanchania,
5	1	1	5	2	8	1227	2167	38	29	92	A.
5	1	1	5	2	9	1283	2166	89	30	92	Sison
5	1	1	5	2	10	1386	2166	59	30	93	and
5	1	1	5	2	11	1458	2167	34	29	91	C.
5	1	1	5	2	12	1507	2167	29	29	91	T.
5	1	1	5	2	13	1552	2166	171	36	96	Workman,
