level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2481	3509	-1	
2	1	1	0	0	0	376	318	1734	2932	-1	
3	1	1	1	0	0	376	318	1734	2932	-1	
4	1	1	1	1	0	569	318	1391	53	-1	
5	1	1	1	1	1	569	318	119	42	96	Control
5	1	1	1	1	2	947	323	12	24	96	1
5	1	1	1	1	3	1258	323	17	24	97	2
5	1	1	1	1	4	1540	318	102	53	92	CPFx-1
5	1	1	1	1	5	1852	322	108	25	91	CPFx-2
4	1	1	1	2	0	505	425	1274	36	-1	
5	1	1	1	2	1	505	425	10	14	24	$
5	1	1	1	2	2	819	426	11	14	43	f
5	1	1	1	2	3	1130	425	32	36	79	y
4	1	1	1	3	0	432	472	1443	67	-1	
5	1	1	1	3	1	432	475	24	55	68	3
5	1	1	1	3	2	480	479	7	60	57	|
5	1	1	1	3	3	1114	472	14	29	65	i
5	1	1	1	3	4	1873	502	2	2	17	/
4	1	1	1	4	0	420	538	1632	49	-1	
5	1	1	1	4	1	420	538	35	45	83	ui
5	1	1	1	4	2	1303	551	4	1	30	;
5	1	1	1	4	3	1588	540	6	4	62	-
5	1	1	1	4	4	1990	572	2	2	43	Se
4	1	1	1	5	0	741	595	994	56	-1	
5	1	1	1	5	1	741	626	17	16	78	J
5	1	1	1	5	2	1077	618	2	3	12	{
5	1	1	1	5	3	1395	603	9	15	35	A
5	1	1	1	5	4	1694	612	18	39	0	Y,
5	1	1	1	5	5	1726	595	9	12	0	j
4	1	1	1	6	0	576	620	1440	94	-1	
5	1	1	1	6	1	576	643	168	62	11	 ~—->
5	1	1	1	6	2	889	643	169	63	46	<>
5	1	1	1	6	3	1201	620	192	90	64	~P
5	1	1	1	6	4	1509	637	193	77	37	<P
5	1	1	1	6	5	1950	634	28	76	44	~<
4	1	1	1	7	0	507	727	1530	39	-1	
5	1	1	1	7	1	507	750	3	5	76	y
5	1	1	1	7	2	745	742	32	24	25	>
5	1	1	1	7	3	819	743	10	15	37	f
5	1	1	1	7	4	1057	746	22	16	60	N
5	1	1	1	7	5	1138	743	8	11	17	y
5	1	1	1	7	6	1381	742	15	14	21	»>
5	1	1	1	7	7	1456	741	10	14	51	y
5	1	1	1	7	8	1721	754	7	12	27	‘
5	1	1	1	7	9	1770	727	24	29	58	y
5	1	1	1	7	10	2015	742	22	17	38	SNS
4	1	1	1	8	0	438	762	1611	53	-1	
5	1	1	1	8	1	438	777	18	36	47	¥
5	1	1	1	8	2	487	781	6	14	84	/
5	1	1	1	8	3	740	765	43	48	32	WAN
5	1	1	1	8	4	1074	762	19	32	76	\
5	1	1	1	8	5	1099	788	5	22	34	’
5	1	1	1	8	6	1411	771	4	8	42	N
5	1	1	1	8	7	1718	772	16	22	0	\
5	1	1	1	8	8	1889	807	19	8	15	-
